index,file,bbox,class,size (cm)
225,20_05_21-B31,"[1560.7668722996846, 587.867718398717, 1076.8642746140913, 504.2827936273893]",Diplodus anularis,14.11958982
226,20_05_21-B31,"[1942.361382532715, 577.758572713068, 663.9189116778482, 824.4117064429478]",Diplodus anularis,12.36135312
227,20_05_21-B31,"[1810, 325.3865318262457, 1085.2133886986762, 385.6134681737543]",Diplodus anularis,13.45566708
228,20_05_21-B12,"[1171.83401101804, 301.11467791910223, 1939.3465629900754, 981.8853220808978]",Pagellus erythrinus,25.77861179
229,20_05_21-B12,"[966.2113285581542, 759.1263405924757, 2118.995853981344, 831.1485269957467]",Pagellus erythrinus,26.44918538
230,20_05_21-B12,"[775.7397911216289, 1198.5095462699146, 1532.430096648408, 1259.7094862279287]",Pagellus erythrinus,23.08719985
231,20_05_21-B12,"[587.4327029741547, 1758.0260023624608, 1750.5672970258452, 931.9739976375392]",Pagellus erythrinus,23.19347947
232,20_05_21-B12,"[1624.6805096762014, 1423, 2002.1155923725669, 646]",Pagellus erythrinus,24.47707574
233,20_05_21-B4,"[624.4841962412784, 319.6203680669549, 2069.384106740008, 883.0123072423005]",Pagrus pagrus,28.82235724
234,20_05_21-B4,"[1777.8172399133302, 725, 1698.821648941602, 623.6707692311481]",Pagrus pagrus,24.64772329
235,20_05_21-B4,"[1616.978989689733, 1193.2704410968674, 1627.9562196926925, 1130.4546538540073]",Pagrus pagrus,24.4507854
236,20_05_21-B13,"[540, 276.76160491944876, 779.8871163301378, 1947.5100425535318]",Pagellus erythrinus,23.5918523
237,20_05_21-B13,"[748.5819895296887, 209.8834015779075, 2128.5321035062548, 723.1165984220925]",Pagellus erythrinus,26.39367267
238,20_05_21-B13,"[602.0422461590999, 1520, 2141.999999999999, 593.6394162237798]",Pagellus erythrinus,25.41607326
239,20_05_21-B13,"[686.9217979947057, 2092.7258458811157, 1971.999999999996, 580.7099531059157]",Pagellus erythrinus,23.75652605
240,20_05_21-B13,"[2875.8581505495936, 291.2601697943263, 955.7075078745461, 2061.5194742760377]",Pagrus pagrus,27.4043456
241,20_05_21-B15,"[799, 606.4234243787716, 581, 2012.8844484902668]",Pagellus erythrinus,25.30684409
242,20_05_21-B15,"[1038.3226791053523, 811.1112748544311, 861.5363457760295, 1843.503116079169]",Pagellus erythrinus,23.55476802
243,20_05_21-B15,"[2176.5607283409513, 387.6439526325445, 732.6222377358954, 1695.931754482056]",Pagellus erythrinus,22.88197695
244,20_05_21-B15,"[2195.9829905486217, 976.4255764309335, 1272.5825721225583, 1624.3531230920728]",Pagellus erythrinus,24.18108011
245,20_05_21-B15,"[2284.303808417053, 1581.9048413391674, 1343.7499687087102, 1442.4292500751749]",Pagellus erythrinus,23.49239947
246,20_05_21-B16,"[534, 263.70851189686175, 642.8378573643088, 2116.0103135686836]",Pagellus erythrinus,24.00861856
247,20_05_21-B16,"[1020.7502253667323, 306.2387516352977, 1946.2104010946778, 582.1697718269365]",Pagellus erythrinus,22.67196503
248,20_05_21-B16,"[1146, 597.157896314864, 644, 2187.842103685136]",Pagellus erythrinus,24.52280586
249,20_05_21-B16,"[1548, 784.3257015465359, 710, 2022.674298453464]",Pagellus erythrinus,23.78874129
250,20_05_21-B16,"[1619, 2209.320732305167, 1712, 550.679267694833]",Pagellus erythrinus,20.83374254
251,20_05_21-B22,"[768.1505657883904, 451.60343039814234, 2813.320422822215, 541.0991037230901]",Sphyraena sphyraena,38.64460073
252,20_05_21-B22,"[1102, 884.2284128515469, 1202.0569935843978, 312.77158714845314]",Symphodus tinca H,15.64729901
253,20_05_21-B22,"[562.8810722372297, 666.6504097648872, 2567.4389199924995, 769.1297708818731]",Sphyraena sphyraena,34.35939465
254,20_05_21-B22,"[897, 997.1242495908094, 365.7068108550386, 1284.8757504091905]",Symphodus tinca M,15.55823508
255,20_05_21-B22,"[2540.1393901127876, 993.2321666926402, 1036.7327829563105, 1761.0883528171214]",Pagrus pagrus,23.65813659
256,20_05_21-B29,"[524, 1054.862171435646, 432, 1262.137828564354]",Diplodus anularis,14.06564971
257,20_05_21-B29,"[886.9117435135706, 1247.8084326731482, 412.0, 1218.0]",Diplodus anularis,13.35499292
258,20_05_21-B29,"[2341.28074793718, 1352.2143890712118, 515.2017110808974, 1274.7678701053037]",Diplodus anularis,14.01164156
259,20_05_21-B29,"[3056.536467036755, 926, 493.22251400881714, 1224.2833016856048]",Diplodus anularis,13.80833371
260,20_05_21-B29,"[976.034494042745, 274.28111756967553, 1062.2667162227249, 963.065071276155]",Diplodus anularis,15.22633593
261,20_05_21-B8,"[2681.09614225288, 433.8490952157614, 656.0547625313588, 1868.839894621593]",Pagellus erythrinus,23.33807576
262,20_05_21-B17,"[591.1283725654442, 320, 2112.0489697883622, 597]",Pagellus erythrinus,23.77903889
263,20_05_21-B17,"[339.2225204960173, 1021, 940.769822001761, 1971.8325961113196]",Pagellus erythrinus,23.47747001
264,20_05_21-B17,"[985.1588221127997, 767.5849904153217, 937.5983627210023, 1932.7905023778787]",Pagellus erythrinus,24.09795343
265,20_05_21-B17,"[2836.9110256428007, 205.49624172648507, 545.8217872109262, 2000.9019683407869]",Pagellus erythrinus,22.48509204
266,20_05_21-B17,"[1242.107447877608, 2223.125794428544, 2005.474067919448, 803.6349020585994]",Pagellus erythrinus,22.99451969
267,20_05_21-B26,"[22.776870374182906, 890.3661146711017, 3932.9237885327425, 913.5439413506667]",Sphyraena sphyraena,53.05954068
268,20_05_21-B26,"[674.538122066593, 1476.8513743715987, 1603.856923187097, 991.3177743855474]",Pagellus erythrinus,22.99002667
269,20_05_21-B18,"[506.9728788725359, 382.1088846422338, 634.1686104021824, 2225.046354451934]",Pagellus erythrinus,24.67747105
270,20_05_21-B18,"[1099, 779.1599202683989, 817.7772318384143, 2142.903477245714]",Pagellus erythrinus,24.62438424
271,20_05_21-B18,"[2215, 649.4134416566377, 600, 2212.5865583433624]",Pagellus erythrinus,24.71545677
272,20_05_21-B18,"[2443.2448321369134, 978.5110463642478, 886.0737727107562, 1955.8056679773044]",Pagellus erythrinus,23.99365853
273,20_05_21-B18,"[3096.3714280282034, 381.8999363337612, 591.3330033094562, 1845.1000636662388]",Pagellus erythrinus,21.4861793
274,20_05_21-B18,"[896, 191, 1959, 691]",Pagellus erythrinus,22.88298634
275,20_05_21-B28,"[610, 1210, 351.13468843692215, 1261]",Serranus scriba,13.40598585
276,20_05_21-B28,"[954, 1056.0789467379816, 433.9784545313373, 1215.5802318120634]",Diplodus anularis,13.6129888
277,20_05_21-B28,"[2307.402391416493, 1825, 1191.3097296872065, 671]",Spicara maena,15.94648427
278,20_05_21-B28,"[1737, 288, 305, 1229]",Spicara maena,14.3481115
279,20_05_21-B28,"[1966, 513.375668519721, 705.8809954730082, 1339.6243314802791]",Pagrus pagrus,17.38767155
280,20_05_21-B28,"[3265, 356.9086652991547, 299.4436901107806, 1348.402112036179]",Pagellus acarne,16.04789218
281,12_05_21-B20,"[601.6223345017041, 278.1801546554711, 1583.8334558180172, 2435.611152296786]",Pagrus pagrus,29.45977032
282,12_05_21-B20,"[1564.8717853514447, 492.1682801225913, 2117.72328039247, 2173.175985660568]",Pagellus erythrinus,34.45327178
283,12_05_21-B32,"[940.8129172652714, 370, 1995.6429915386514, 620]",Pagrus pagrus,24.73552064
284,12_05_21-B32,"[2299, 871.4627167079947, 707, 2145.570000814603]",Pagrus pagrus,27.19876876
285,12_05_21-B32,"[2995.0564261566874, 840, 559.9435738433126, 1834.2259720707325]",Pagrus pagrus,22.81870008
286,12_05_21-B9,"[910, 413.59294100565694, 1257.5333811784626, 393.40705899434306]",Serranus scriba,16.63567364
287,12_05_21-B9,"[308, 1154.6348280785946, 1173.0194956208534, 426.3655010728928]",Scorpaena porcus,15.30310928
288,12_05_21-B9,"[526.9961968364219, 1078, 449.77917657877447, 1327]",Serranus scriba,16.62054415
289,12_05_21-B9,"[2098.9304037200222, 1982.0146745134914, 1101.5260856959212, 302.9853254865086]",Serranus scriba,14.30118516
290,12_05_21-B9,"[1921.345676444523, 1649, 1054.654323555477, 356]",Serranus scriba,14.06618121
291,12_05_21-B9,"[2205.1122648676396, 1228.2731855439145, 999.2977319657452, 841.8521086013677]",Serranus scriba,16.37172176
292,12_05_21-B9,"[2924, 589.3795745168362, 391.4849656489728, 1072.0585610792778]",Serranus scriba,14.2057536
293,12_05_21-B14,"[420, 1664.3385440143784, 967.6191841378243, 644.6614559856216]",Sepia officinalis,8.809619331
294,12_05_21-B14,"[620.9185760752393, 943.7001496327173, 1048.488153272444, 821.3726412443737]",Sepia officinalis,10.55795802
295,12_05_21-B14,"[1629.2646756431127, 1282.7816938567194, 1015.8173760718464, 703.2183061432806]",Sepia officinalis,10.97671132
296,12_05_21-B14,"[2852.080540850455, 1086, 685.0435133509372, 946.1629713337295]",Sepia officinalis,10.29810829
297,12_05_21-B14,"[2789.487732523973, 674, 646.5122674760269, 478]",Sepia officinalis,7.326072111
298,12_05_21-B14,"[1575.152389934018, 305.1753683010832, 1080.847610065982, 987.8246316989168]",Sepia officinalis,13.75415536
299,12_05_21-B36,"[1585.4085429422064, 809.4932897250429, 716.5382451072694, 485.18957404124524]",Sepia officinalis,6.429310594
300,12_05_21-B36,"[2144.769771914573, 703.6683518557193, 620.7413960459653, 406.4099328829243]",Sepia officinalis,7.175700243
301,12_05_21-B36,"[1794.7062866472968, 1141.716913605646, 1097.2995995700996, 578.3716776650599]",Sepia officinalis,12.80096106
302,12_05_21-B36,"[1999.299340641897, 1672.3830254609206, 909.4591703355593, 624.138646308717]",Sepia officinalis,9.894130178
303,12_05_21-B36,"[1173.5159009103638, 2002.9707480112518, 809.3226402684461, 798.3487739597215]",Sepia officinalis,9.08880474
304,12_05_21-B36,"[1063.7548732373268, 1401.0073547942782, 682.7998972434734, 827.3928166597382]",Sepia officinalis,8.318659101
305,12_05_21-B3,"[598, 528.4086608569273, 603.1823889454035, 1940.2767151679254]",Pagellus erythrinus,23.05398409
306,12_05_21-B3,"[909, 894.6413957541223, 652.1821270086305, 1766.9940550559904]",Pagellus erythrinus,22.21642369
307,12_05_21-B3,"[908.5791173710306, 430.2123164446808, 1693.2296670120852, 2008.40964579015]",Sphyraena sphyraena,34.02449467
308,12_05_21-B19,"[638.7703328034296, 622.680882111873, 2119.928310817454, 2106.103653352847]",Pagellus erythrinus,34.14036446
309,12_05_21-B19,"[1656.7961296009798, 278.0547553021217, 2348.628425664847, 2073.9452446978785]",Pagellus erythrinus,35.58209148
310,12_05_21-B11,"[678.462319593665, 201, 630.7310769775773, 949.8222059361769]",Serranus scriba,12.54385817
311,12_05_21-B11,"[1388, 882.3892875706621, 308.2793329192398, 1066.8900453485776]",Serranus scriba,12.98881791
312,12_05_21-B11,"[541, 1257.0265250165885, 603.9004118511127, 1353.9734749834115]",Serranus scriba,16.61208251
313,12_05_21-B11,"[1004, 1171, 450.199650405179, 1201]",Serranus scriba,14.45063938
314,12_05_21-B11,"[1356, 1780.8998109499855, 411, 710.5733582116052]",Scorpaena porcus,8.800666283
315,12_05_21-B11,"[1063.1641434887824, 1340.6186106600162, 894.9880734720755, 1134.0893638931684]",Serranus scriba,16.71436874
316,12_05_21-B11,"[1847.211359229791, 876.5246410913743, 388.9467463100841, 1227.9313509161284]",Serranus scriba,14.98661664
317,12_05_21-B11,"[2042, 828.9493014195673, 678.5526303692463, 1150.0506985804327]",Serranus scriba,15.30521508
318,12_05_21-B11,"[2388, 1998, 772.1688195484494, 1018.0669994368759]",Serranus scriba,15.23310101
319,12_05_21-B11,"[2643.015367783109, 1476.5072256853086, 469.44606244861006, 798.0583061626376]",Scorpaena porcus,11.30472692
320,12_05_21-B11,"[2616.456148909161, 889.6125412589492, 679.2764496249524, 1080.0683714258248]",Serranus scriba,16.15782006
321,12_05_21-B11,"[2374.0720624011783, 644.374101031976, 1034.7082748041153, 510.2142427132277]",Serranus scriba,14.3301429
322,12_05_21-B21,"[745, 468.1964749865334, 1314.803353221654, 2237.3723109406437]",Pagrus pagrus,29.95395415
323,12_05_21-B21,"[1344.8038118211107, 440.78654172755023, 1518.5824142561933, 2142.504868804975]",Pagrus pagrus,30.79252123
324,12_05_21-B21,"[2451, 741, 1202.5985503691882, 2028.406907332389]",Pagrus pagrus,27.7475344
325,12_05_21-B34,"[985.584482186222, 355.5823142407804, 2774.597081777304, 420.9277542648649]",Sphyraena sphyraena,35.47477321
326,12_05_21-B34,"[1668.501574030878, 2162.2528317640085, 1356.7109634730757, 400.74716823599147]",Pagellus acarne,17.88116544
327,12_05_21-B2,"[736.1891161957783, 277.0455659563544, 424.85667195027554, 1483.0926448329237]",Symphodus tinca H,17.46652515
328,12_05_21-B2,"[822.5061404903782, 271, 882.7214137703744, 2467]",Symphodus tinca M,29.81781087
329,12_05_21-B2,"[1651, 295, 623.4707044782967, 1914]",Symphodus tinca M,23.18858135
330,12_05_21-B2,"[2160, 408, 835.1565070351435, 2347.2859488339004]",Symphodus tinca M,27.8639077
331,12_05_21-B2,"[2711.646798886648, 606, 935.1000303435426, 1961]",Symphodus tinca H,25.10847436
332,12_05_21-B31,"[607, 297.23017042902376, 961.3722438625896, 2363.769829570976]",Pagrus pagrus,29.07261164
333,12_05_21-B31,"[1343, 275, 561, 1759]",Pagrus pagrus,21.98982322
334,12_05_21-B31,"[1743.6144998544275, 891.7437015552144, 660.797999349021, 1910.543184567195]",Pagrus pagrus,24.38946569
335,12_05_21-B31,"[2021.014677146888, 803.6338879019739, 1163.6123394078645, 1873.0507358886648]",Pagrus pagrus,26.36467559
336,12_05_21-B31,"[2865.062452998304, 1081, 616.4563897904782, 1675.1646996370346]",Pagrus pagrus,21.7654225
337,12_05_21-B13,"[569.6277958671951, 671, 901.8318395384824, 1197]",Sepia officinalis,12.27761561
338,12_05_21-B13,"[1591.477548713197, 1697.8063962573683, 708.5224512868031, 968.1936037426317]",Sepia officinalis,10.27499157
339,12_05_21-B13,"[1952, 805.5347540526641, 802, 1146.465245947336]",Sepia officinalis,12.78046041
340,12_05_21-B13,"[2733.7352986300607, 940.2091873442328, 554.8518077979625, 915.7908126557672]",Sepia officinalis,9.583376423
341,12_05_21-B35,"[958, 540.9660986840873, 358.72964754465283, 1178.0339013159128]",Serranus scriba,14.07980785
342,12_05_21-B35,"[1225.0141338829771, 1990.2900275719103, 1035.9497508723393, 595.9134222929961]",Serranus scriba,14.13493762
343,12_05_21-B35,"[2942.9793204286793, 1122, 292.0402054169317, 1061]",Serranus scriba,13.38687175
344,12_05_21-B35,"[1902, 355.2923320935137, 626.2498676953351, 1251.9094757328764]",Pagellus erythrinus,16.96431671
345,12_05_21-B15,"[1236.4733123087337, 410.5004601473853, 2327.9999999999927, 2459.9999999999923]",Sphyraena sphyraena,43.14495281
346,12_05_21-B15,"[1991.5189328838203, 510.9477239657226, 1578.7913242829497, 1857.5393474130256]",Sphyraena sphyraena,32.17188229
347,12_05_21-B16,"[1247, 471, 1072, 456.8250185514564]",Diplodus anularis,13.7209728
348,12_05_21-B16,"[1241.7131902391343, 1154.2716397987454, 653.6748982488859, 1254.4041661100111]",Diplodus anularis,16.22082708
349,12_05_21-B16,"[1655.9373044452998, 1836.0886714026833, 1251.453370040285, 311.74994983209945]",Spicara maena,15.72828019
350,12_05_21-B16,"[2069.9590162542177, 1424.7951487649102, 1066.0409837457823, 393.56310372976714]",Diplodus anularis,13.67946455
351,12_05_21-B16,"[2616.859030925167, 434, 703.3160354908346, 736.6637668403996]",Diplodus anularis,12.19594694
352,12_05_21-B22,"[842.1864414642158, 329.2862679878061, 872.2891516187909, 2226.7137320121938]",Pagrus pagrus,27.15221098
353,12_05_21-B22,"[1357.5327585639484, 327.0165871190698, 1494.6846778360796, 2236.035820827371]",Pagrus pagrus,30.92878313
354,12_05_21-B22,"[2329.0308674731655, 370.5156349459037, 1325.9691325268345, 2261.726170152613]",Pagrus pagrus,29.28747132
355,12_05_21-B23,"[693, 502, 764.8300631218362, 2034.4343088525948]",Pagrus pagrus,25.47368521
356,12_05_21-B23,"[1775, 161.71820001167853, 783.8950610149304, 2361.729357526752]",Pagrus pagrus,29.32802197
357,12_05_21-B23,"[2827.529455115127, 324.36251150824637, 852.7376560784619, 2109.161577062526]",Pagrus pagrus,27.84451677
358,12_05_21-B10,"[2710.3758461283096, 755.4085678197013, 724.4361027856144, 1354.7895948198507]",Serranus scriba,17.55051611
359,12_05_21-B10,"[2344.6805748576235, 704.5326004122849, 387.62035629567936, 1160.97941667201]",Serranus scriba,14.05315998
360,12_05_21-B10,"[2080.533340580219, 647.6312047437539, 585.7301142281822, 1072.6954316778426]",Serranus scriba,13.89539595
361,12_05_21-B10,"[1483.8826404669842, 335.7868888262104, 876.1958928674605, 699.4190937706928]",Serranus scriba,13.01055578
362,12_05_21-B10,"[1687.9264192401913, 1088.234083989837, 470.41305375689285, 1176.032634392232]",Serranus scriba,15.13790294
363,12_05_21-B10,"[747.01657972536, 482.4685906951938, 1216.5032479277775, 1710.1567398404989]",Scorpaena porcus,23.95948699
364,31_05_21-B9,"[881.951319448474, 198.82423087015545, 605.0638138226471, 1614.8523746829778]",Spicara maena,19.20768255
365,31_05_21-B9,"[1269, 277.4544846664948, 1270, 868.9999999999884]",Spicara maena,16.98517608
366,31_05_21-B9,"[2095.0782987328816, 227.0329338832096, 1186.8037084583939, 1245.00222556257]",Pagellus erythrinus,19.39201449
367,31_05_21-B9,"[3062, 452.22668005346713, 491.560099870228, 1717.737606508521]",Pagellus erythrinus,21.19179764
368,31_05_21-B9,"[2403.4193896439306, 1045.4533448165623, 957.094087778742, 1405.0955756751748]",Pagellus erythrinus,19.88125469
369,31_05_21-B9,"[1465.3954396221006, 684.9233244392656, 1550.2615340298184, 1874.6239473037497]",Pagellus erythrinus,27.46760908
370,31_05_21-B14,"[366.75084541709657, 423.72316313340843, 3357.4553172847923, 597.8637649217071]",Sphyraena sphyraena,42.18434759
371,31_05_21-B14,"[490.67847389172147, 1534.4628332570112, 3073.5179904530273, 629.8547431139652]",Sphyraena sphyraena,37.45191852
372,31_05_21-B11,"[686, 434.1992441343315, 631, 2076.8007558656686]",Pagrus pagrus,25.42354699
373,31_05_21-B11,"[1284.6949567298577, 613.5103261897943, 573.2870901820734, 1947.8612697986428]",Pagrus pagrus,24.38860412
374,31_05_21-B11,"[1746.1944862217858, 714.0657747387102, 617.8055137782142, 1757.1949991908398]",Pagrus pagrus,22.1097036
375,31_05_21-B11,"[2103, 565.9299691848368, 924.7060072581457, 1853.0700308151631]",Pagrus pagrus,24.70609483
376,31_05_21-B11,"[2609.382959467595, 495.80851619175655, 877.3534302417634, 1589.1914838082434]",Pagrus pagrus,23.23167748
377,31_05_21-B12,"[659.2108466855348, 331, 649.3717907883429, 1760.8978416891205]",Pagrus pagrus,21.9863172
378,31_05_21-B12,"[858, 497.27704091862887, 712, 1984.5147401873207]",Pagrus pagrus,23.86732528
379,31_05_21-B12,"[1563.015544564088, 361.0931339314785, 641.2780495013749, 2008.1791353821304]",Pagrus pagrus,25.14213959
380,31_05_21-B12,"[1978.4565458943282, 731, 895.3537957450369, 1966.848772035527]",Pagrus pagrus,24.66862447
381,31_05_21-B12,"[2778.2039835054234, 528.5724559784733, 681.7960164945766, 1881.4275440215267]",Pagrus pagrus,25.06822111
